Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	tree_length
57024	-2609.367	-2714.856	105.4887	0.212515	0.415967	0.584034	0.787485	2.04287	0.0224041	0.000928529	0.0061919	0.0145073	0.0184589	0.150552	0.000223672	0.00790326	0.0281929	0.00146085	0.00186339	0.0101508	0.0312743	0.0124647	0.00328732	0.000798981	0.0489275	0.0111026	0.00539265	0.00101678	0.00229948	0.00398392	0.0186656	0.013531	0.00990137	0.016527	0.0152763	0.0130054	0.00514174	0.000506292	0.00819626	0.00796111	0.00320803	0.00257648	0.0270309	0.0156441	0.0259996	0.0488999	0.0330099	0.00159162	0.0289944	0.00895957	0.00141107	0.00589046	0.0451567	0.0360963	0.00397631	0.0262958	0.00718371	0.0290373	0.0567614	0.0201745	0.0194207	0.0324326	0.00333579	0.0599155	0.0265776	0.034142	0.00486534	0.0279461	0.0282365	0.0255846	0.00287592	0.016848	0.0056076	0.0499869	0.0224935	0.661473	0.0893607	0.159847	0.0893194	0.160035	0.409161	0.75669	1.32154	2.44403	6.24862	1.324923	0.0174996	0.000725263	0.00483642	0.0113315	0.014418	0.117594	0.000174708	0.00617314	0.0220211	0.00114105	0.00145547	0.0079287	0.024428	0.00973607	0.00256769	0.000624075	0.0382167	0.00867214	0.00421213	0.000794192	0.0017961	0.00311179	0.0145795	0.0105689	0.00773385	0.0129091	0.0119321	0.0101584	0.00401616	0.000395459	0.006402	0.00621833	0.00250576	0.00201246	0.0211135	0.0122194	0.020308	0.0381952	0.0257837	0.00124319	0.0226472	0.00699821	0.00110217	0.00460097	0.0352714	0.0281944	0.00310585	0.0205393	0.00561112	0.0226807	0.0443357	0.015758	0.0151693	0.0253327	0.00260555	0.0467993	0.0207595	0.0266679	0.00380026	0.0218284	0.0220552	0.0199838	0.00224634	0.0131598	0.00438003	0.0390442	0.0175694	1.280265
57060	-2598.761	-2705.916	107.1551	0.0164297	0.253895	0.746105	0.98357	0.3038122	0.0191129	0.0027872	0.00755554	0.0099802	0.0041427	0.0715426	0.000193307	0.00450321	0.0150192	0.000328101	0.00653905	0.00127647	0.00319461	0.00179715	0.00569394	0.00141328	0.00716372	0.016403	0.00073519	0.00218241	0.000417399	0.0079719	0.00723832	0.0116299	0.00590054	0.00959941	0.00593767	0.0113995	0.00238879	0.000864277	0.00541021	0.00565344	0.00276393	0.00328323	0.0140514	0.0168188	0.016815	0.0230675	0.00752336	0.0122636	0.00981234	0.0242765	0.0123752	0.0136147	0.0030782	0.0220296	0.0101514	0.00139108	0.01097	0.0095098	0.0127425	0.00436768	0.007644	0.0116968	0.000162126	0.0363764	0.00707168	0.00791832	0.00508279	0.0136392	0.00637324	0.030645	0.00200525	0.00458564	0.0285149	0.00842297	0.00837802	0.34999	0.491325	0.142408	0.0162772	0.0817963	0.294942	0.683231	1.46363	3.39049	12.2255	1.81022	0.028724	0.00418877	0.0113549	0.0149989	0.00622591	0.107519	0.000290513	0.00676771	0.0225717	0.000493091	0.00982729	0.00191835	0.00480106	0.00270087	0.00855721	0.00212396	0.0107661	0.0246515	0.00110489	0.00327986	0.000627292	0.0119807	0.0108782	0.0174782	0.0088677	0.0144266	0.00892349	0.0171318	0.00359003	0.00129889	0.00813079	0.00849633	0.0041538	0.00493424	0.0211173	0.0252763	0.0252706	0.0346673	0.0113066	0.0184305	0.0147466	0.0364842	0.0185982	0.0204611	0.0046261	0.0331074	0.0152561	0.00209059	0.0164863	0.0142919	0.0191502	0.00656401	0.0114879	0.0175787	0.000243653	0.0546687	0.0106278	0.0119001	0.00763873	0.0204979	0.0095781	0.0460552	0.00301361	0.00689158	0.0428539	0.0126586	0.012591	0.6653973
57096	-2603.492	-2710.596	107.1042	0.018643	0.259915	0.740085	0.981357	0.3183019	0.00771788	0.00754672	0.00190097	0.00972842	0.00852647	0.0642944	0.000236758	0.00943579	0.00915239	1.07861e-05	0.00413604	0.00133694	0.00274178	0.00864001	0.00262665	0.00431662	0.0160665	0.000418921	0.000986223	0.00329884	0.000369327	0.00176254	0.0030117	0.0103128	0.00218146	0.00795941	0.00445205	0.00325425	0.00213715	0.0021144	0.00365366	0.00263682	0.000180985	0.00319059	0.0116396	0.0148651	0.012145	0.0164023	0.00453591	0.0114024	0.00339549	0.00462314	0.0114545	0.0109709	0.00466446	0.0148581	0.0124205	0.00226699	0.00646229	0.00413739	0.0189941	0.00558151	0.00825571	0.00274523	0.000610728	0.00778206	0.0215786	0.00437704	0.00459291	0.00791992	0.00162916	0.012836	0.00018113	0.00178317	0.00906858	0.00920204	0.00661075	0.243771	0.682889	0.0531209	0.0202185	0.0724281	0.277954	0.670703	1.49097	3.59771	13.8068	1.898173	0.0160679	0.0157116	0.00395764	0.0202536	0.0177513	0.133855	0.000492908	0.0196444	0.0190544	2.24557e-05	0.00861084	0.00278339	0.00570812	0.0179877	0.00546844	0.0089868	0.033449	0.000872155	0.00205322	0.00686788	0.000768904	0.00366943	0.00627009	0.0214704	0.0045416	0.0165708	0.00926875	0.00677503	0.00444935	0.00440198	0.00760659	0.00548961	0.000376795	0.0066425	0.0242325	0.0309478	0.0252848	0.0341481	0.00944334	0.0237388	0.00706908	0.00962495	0.0238471	0.0228404	0.00971097	0.0309332	0.0258582	0.00471967	0.0134539	0.00861366	0.039544	0.0116202	0.0171876	0.00571531	0.00127148	0.0162015	0.0449245	0.00911258	0.009562	0.0164885	0.00339176	0.0267234	0.000377095	0.00371239	0.0188799	0.0191578	0.013763	0.4803291
57132	-2594.82	-2700.8	105.9797	0.173418	0.399707	0.600293	0.826582	1.479485	0.00910463	0.00818184	0.00686767	0.00698178	0.00615747	0.0398558	0.000613292	0.0050061	0.0117178	0.00283365	7.15296e-05	0.00296952	0.00185878	0.00131913	0.000432253	0.00495173	0.00811868	0.00435517	0.000614304	0.00061983	7.85095e-05	0.004183	0.00876527	0.0101377	0.00336193	0.00867209	0.00295156	0.00131685	0.00298483	0.0014788	0.00521746	0.00511761	0.000645196	0.00178554	0.0158897	0.00871092	0.0085538	0.0106811	0.0073757	0.0164238	0.00928013	0.022006	0.00593744	0.0109781	0.0111414	0.00809513	0.0019198	0.0037445	0.00901323	0.00485542	0.021121	0.000382405	0.00927023	0.00404131	0.0111543	0.0109102	0.00424238	0.000361493	0.00884184	0.00783085	0.00214303	0.00649974	0.0112775	0.00195101	0.00325785	0.0215418	0.00523508	0.592301	0.173316	0.206094	0.0282886	0.0718938	0.276953	0.669947	1.49265	3.61073	13.9094	1.903526	0.0196222	0.0176334	0.0148012	0.0150471	0.0132705	0.0858969	0.00132176	0.0107891	0.025254	0.00610707	0.00015416	0.0063999	0.00400602	0.00284297	0.000931589	0.0106719	0.0174973	0.00938623	0.00132394	0.00133585	0.000169203	0.00901517	0.0188908	0.0218488	0.00724561	0.01869	0.00636118	0.00283806	0.00643289	0.00318709	0.0112446	0.0110294	0.00139052	0.00384819	0.0342454	0.0187737	0.0184351	0.0230198	0.0158961	0.0353965	0.0200005	0.0474273	0.0127963	0.0236598	0.0240119	0.0174466	0.00413755	0.00807013	0.0194252	0.0104644	0.0455198	0.000824157	0.0199791	0.00870981	0.0240397	0.0235136	0.00914315	0.000779088	0.0190559	0.016877	0.00461865	0.0140082	0.0243053	0.00420481	0.0070213	0.0464268	0.0112826	0.4639955
57168	-2598.732	-2705.964	107.2313	0.01394	0.246348	0.753652	0.98606	0.2867657	0.00907396	0.013554	0.0128052	0.0200905	0.00626016	0.0849811	0.000612009	0.00316908	0.0233071	0.002668	0.00374001	0.00430487	0.00434896	0.00127982	0.000243225	0.000978645	0.0119406	0.00675864	6.00901e-05	0.00189082	0.000836992	0.00153013	0.00835311	0.0229928	0.0159011	0.011289	0.0088326	0.00621734	0.00723633	0.00585803	0.0131013	0.00902851	0.00353899	0.00168657	0.0152813	0.0240416	0.0209164	0.0212593	0.0136713	0.0194408	0.0217053	0.0138264	0.0183064	0.0119694	0.00355133	0.0311405	0.0316969	0.00053064	0.0105817	0.0213971	0.0278433	0.00492062	0.008269	0.0177465	4.36207e-05	0.0382363	0.0193249	0.0167917	0.00889196	0.0154138	0.003671	0.0222825	0.00347693	0.0161568	0.0182413	0.0129514	0.00650807	0.153251	0.626794	0.0742812	0.145675	0.106769	0.33587	0.711499	1.40548	2.97734	9.36598	1.617566	0.0106934	0.0159731	0.0150905	0.0236761	0.00737743	0.100148	0.000721236	0.00373467	0.0274668	0.00314416	0.0044075	0.00507317	0.00512513	0.00150823	0.000286634	0.00115331	0.0140717	0.00796488	7.08146e-05	0.00222828	0.000986373	0.00180321	0.00984392	0.0270964	0.018739	0.0133037	0.010409	0.00732697	0.00852782	0.00690353	0.0154395	0.0106399	0.00417061	0.00198758	0.0180086	0.0283324	0.0246494	0.0250535	0.0161113	0.0229104	0.0255791	0.016294	0.0215736	0.0141056	0.00418514	0.0366982	0.037354	0.000625344	0.0124703	0.0252159	0.0328126	0.00579881	0.00974479	0.0209138	5.14058e-05	0.0450605	0.0227739	0.0197886	0.0104789	0.0181647	0.00432617	0.0262593	0.00409746	0.0190404	0.0214969	0.0152628	0.00766959	0.8485558
57204	-2596.042	-2703.461	107.4184	0.00899267	0.227705	0.772295	0.991007	0.2491728	0.0176484	0.00497007	0.00662761	0.0100629	0.00562613	0.094647	0.0018888	0.000948236	0.0351401	0.00444111	0.00199945	0.00342311	0.00388245	0.000296655	0.000938671	0.00253521	0.00335983	0.00999974	7.12953e-06	0.00569749	0.00108954	0.00457554	0.00236341	0.0179471	0.00893651	0.00816041	0.0135231	0.0014855	0.00365938	0.00257828	0.00809925	0.00955442	0.00258907	0.00273796	0.0202171	0.0286797	0.013653	0.0239576	0.0102065	0.0148611	0.00336834	0.0148802	0.0173285	0.00577394	0.000832171	0.0233272	0.0293565	0.0038283	0.000260116	0.0190071	0.00772285	0.00436842	0.00607616	0.0109957	1.47211e-05	0.0190846	0.0194605	0.010983	0.00344761	0.00624344	0.00279477	0.0144659	0.00361117	0.0100927	0.0166136	0.00797656	0.0114475	0.452622	0.430735	0.0870102	0.0296324	0.117396	0.351778	0.721845	1.38534	2.8427	8.51815	1.548958	0.0257125	0.00724104	0.00965594	0.0146609	0.00819687	0.137894	0.00275185	0.00138151	0.0511965	0.00647038	0.00291306	0.00498723	0.00565645	0.000432204	0.00136758	0.00369361	0.00489502	0.0145689	1.03872e-05	0.00830083	0.00158738	0.00666623	0.00344332	0.0261476	0.0130198	0.0118891	0.0197022	0.00216426	0.00533145	0.00375636	0.0118	0.0139201	0.00377209	0.00398901	0.0294549	0.0417842	0.0198915	0.0349045	0.0148701	0.0216515	0.00490742	0.0216793	0.0252464	0.0084122	0.00121241	0.033986	0.0427703	0.00557756	0.00037897	0.0276919	0.0112516	0.00636447	0.00885253	0.0160199	2.14476e-05	0.0278049	0.0283525	0.0160014	0.00502292	0.00909624	0.00407178	0.0210758	0.00526122	0.0147043	0.0242047	0.0116213	0.0166781	0.6863761
57240	-2617.227	-2724.286	107.0594	0.0336904	0.29071	0.70929	0.966309	0.4083771	0.0145146	0.00524757	0.00503188	0.0116915	0.00235546	0.0675352	0.00180068	0.00823563	0.00964879	0.00763206	0.00430805	0.00262059	0.00026834	0.00377504	0.0010581	0.000196259	0.00634355	0.0105527	0.00160229	0.00206392	0.00117684	0.000646724	0.00506672	0.00715137	0.00680711	0.00523862	0.0120207	0.00611732	0.00214393	0.00125833	0.0098111	0.00119035	0.000938666	0.00106628	0.00990101	0.0126946	0.0207603	0.0108319	0.0111557	0.0087865	0.0173188	0.0143332	0.00105334	0.0107605	0.037339	0.00439188	0.00309558	0.00761651	0.000471193	0.0150777	0.0212524	0.00155695	0.0123783	0.00627547	0.0074076	0.0240742	0.0132302	0.0160421	0.0064803	0.00989278	0.00357393	0.0141159	0.0132469	0.012341	0.00314025	0.0114983	0.0101484	0.395042	0.548001	0.0465317	0.0104255	0.0762102	0.284941	0.675917	1.47947	3.5095	13.1216	1.861367	0.0242169	0.00875531	0.00839544	0.0195067	0.00392996	0.112679	0.00300435	0.0137407	0.0160985	0.0127337	0.00718776	0.00437233	0.000447712	0.00629846	0.00176538	0.000327448	0.0105839	0.0176066	0.00267334	0.00344355	0.0019635	0.00107903	0.00845357	0.0119317	0.0113573	0.00874038	0.020056	0.0102064	0.00357703	0.00209946	0.0163693	0.00198604	0.00156612	0.00177903	0.0165193	0.0211803	0.0346375	0.0180725	0.0186127	0.0146598	0.0288955	0.0239142	0.00175744	0.0179533	0.0622982	0.00732762	0.00516481	0.0127078	0.000786162	0.0251563	0.0354585	0.00259768	0.0206525	0.0104703	0.0123592	0.0401665	0.0220738	0.0267655	0.0108121	0.0165056	0.00596293	0.0235517	0.0221018	0.0205904	0.00523935	0.0191844	0.0169321	0.599359
57276	-2605.674	-2712.626	106.9517	0.0665674	0.331683	0.668317	0.933433	0.5968559	0.0229482	0.00473463	0.00371067	0.0161685	0.016776	0.0735356	0.00167626	0.00223904	0.019116	0.00133793	0.00331248	0.00298512	0.00283216	0.00921335	0.00117616	0.000798427	0.0179272	0.0142939	0.00246117	0.00349462	0.00141218	0.00877966	0.00160811	0.00625796	0.00761484	0.00824414	0.0104067	0.00524558	0.00583967	0.00183876	0.00375424	0.00609317	0.00444391	0.00398637	0.0189384	0.0185291	0.00433159	0.0196953	0.0162778	0.0152257	0.0122753	0.00406669	0.000311546	0.00639538	0.0180294	0.00617167	0.00317268	0.0180288	0.000438674	0.020136	0.0129059	0.00852544	0.0236072	0.0139806	0.0100174	0.011305	0.0272653	0.0247124	0.00501739	0.0215811	0.0159869	0.00974885	0.00467468	0.00693045	0.00345808	0.0296008	0.0126614	0.340207	0.447778	0.0906139	0.121401	0.0919575	0.312276	0.695513	1.43779	3.20229	10.8746	1.725553	0.0318607	0.00657345	0.0051518	0.022448	0.0232914	0.102095	0.00232729	0.00310863	0.0265403	0.00185755	0.00459897	0.00414447	0.00393211	0.0127916	0.00163296	0.00110852	0.0248897	0.0198454	0.00341703	0.00485185	0.00196064	0.0121895	0.00223266	0.0086884	0.0105723	0.011446	0.0144484	0.00728284	0.00810767	0.00255289	0.0052123	0.00845961	0.00616982	0.00553459	0.0262937	0.0257253	0.00601388	0.0273445	0.0225996	0.0211391	0.0170428	0.00564609	0.000432543	0.00887919	0.0250315	0.0085686	0.00440487	0.0250308	0.000609045	0.0279564	0.0179183	0.0118365	0.0327757	0.0194103	0.0139079	0.0156956	0.0378545	0.0343101	0.00696603	0.0299627	0.0221958	0.0135351	0.00649021	0.00962208	0.00480112	0.041097	0.0175788	0.7202657
57312	-2600.732	-2707.969	107.2374	0.0136744	0.245485	0.754515	0.986326	0.2848896	0.014075	0.00932256	0.0109299	0.0101758	0.0309123	0.108737	0.000877072	0.00406026	0.018024	0.00119512	0.00903441	0.00812887	0.0194424	0.00738027	0.000754	0.00232648	0.00614323	0.00572058	0.00236503	0.00437185	0.0019532	0.00366689	0.00125807	0.00423965	0.00934626	0.00951914	0.00979533	0.00586314	0.00501091	0.000488873	0.0089396	0.00263419	0.00166157	0.0030093	0.0177495	0.0197146	0.0179019	0.0197255	0.00978971	0.00885111	0.00204959	0.0112361	0.000657704	0.00826645	0.00849153	0.0169059	0.0225614	0.00483979	0.00245649	0.00464374	0.0220434	0.0104753	0.00755245	0.0190004	0.000537592	0.0355935	0.0211589	0.0106256	0.0114655	0.0108459	0.00414862	0.0238857	0.00721498	0.0112778	0.00320539	0.00967151	0.00868547	0.207368	0.606697	0.118986	0.0669502	0.0958191	0.318604	0.69988	1.42882	3.13869	10.4363	1.695808	0.0191603	0.0126908	0.0148789	0.0138524	0.042081	0.148024	0.00119396	0.00552724	0.024536	0.00162692	0.0122986	0.0110658	0.0264669	0.0100468	0.00102642	0.00316704	0.0083628	0.00778743	0.00321952	0.00595141	0.0026589	0.00499175	0.00171262	0.00577144	0.0127231	0.0129584	0.0133344	0.0079815	0.00682136	0.000665503	0.0121695	0.00358592	0.0022619	0.00409657	0.0241624	0.0268375	0.0243698	0.0268523	0.0133267	0.012049	0.0027901	0.0152958	0.000895334	0.0112531	0.0115595	0.023014	0.0307129	0.00658842	0.00334402	0.00632154	0.0300077	0.01426	0.0102812	0.0258653	0.000731826	0.0484535	0.0288037	0.0144647	0.015608	0.0147646	0.00564753	0.0325157	0.00982177	0.0153524	0.0043635	0.0131658	0.0118235	0.7345909
57348	-2604.132	-2711.371	107.2388	0.0219237	0.267918	0.732082	0.978076	0.3389415	0.0201901	0.002957	0.0122198	0.0172532	0.00451248	0.107626	0.00797262	0.000113128	0.0379618	0.00111708	0.00280643	0.000334997	0.00732782	0.00883354	0.00574629	0.00973108	0.017156	0.0149316	0.00391889	0.00719289	0.000997668	0.00161706	0.00184008	0.0129418	0.0144097	0.0130223	0.0187788	0.00237338	0.011411	0.00341161	0.00924307	0.0040645	0.000858557	0.0071779	0.0146061	0.0206044	0.00942452	0.0150895	0.0303928	0.00077316	0.0141428	0.0216644	0.00454866	0.00632716	0.0302291	0.0111887	0.000111187	0.0132682	0.000905752	0.0362759	0.0155805	0.00343467	0.00267862	0.0129541	0.0185766	0.0503281	0.0349648	0.0293963	0.00625434	0.0291115	0.0122459	0.0211392	0.002938	0.0105315	0.0209823	0.0276028	0.0164676	0.38165	0.450657	0.109335	0.0583581	0.124496	0.361998	0.728323	1.37302	2.76245	8.03236	1.506499	0.0215525	0.00315653	0.0130444	0.0184173	0.00481696	0.114888	0.00851058	0.000120762	0.0405233	0.00119245	0.0029958	0.000357601	0.00782227	0.00942959	0.00613402	0.0103877	0.0183136	0.0159391	0.00418332	0.00767824	0.00106499	0.00172617	0.00196424	0.0138151	0.015382	0.013901	0.0200459	0.00253352	0.012181	0.00364181	0.00986676	0.00433875	0.000916489	0.00766224	0.0155917	0.0219947	0.0100605	0.0161076	0.0324436	0.00082533	0.0150971	0.0231263	0.00485559	0.0067541	0.0322689	0.0119437	0.000118689	0.0141635	0.000966869	0.0387236	0.0166318	0.00366642	0.00285936	0.0138282	0.0198301	0.053724	0.0373241	0.0313798	0.00667636	0.0310759	0.0130722	0.0225656	0.00313624	0.0112422	0.0223981	0.0294653	0.0175788	0.9367892
57384	-2592.247	-2699.558	107.3113	0.0154368	0.250995	0.749005	0.984563	0.2971219	0.0257056	0.0128525	0.00651823	0.015351	0.00883342	0.0803179	0.00712385	0.00227127	0.0161793	0.00558108	0.000922543	0.00185119	0.00894796	0.0078438	0.00133935	0.00568355	0.0156133	0.00351124	0.00184835	0.00198882	0.00156455	0.00171489	0.00410878	0.0110735	0.00846373	0.00787391	0.00683504	0.00344915	0.00348656	0.00220582	0.0110531	0.0053507	0.0020921	0.00169633	0.0157351	0.0282517	0.0144951	0.0178624	0.00769613	0.0248187	0.0111576	0.0154157	0.0173868	0.010957	0.00943091	0.0186033	0.0202956	0.000201292	0.00389666	0.0207179	0.0107882	0.0088869	0.0138974	0.011896	0.000294727	0.0199308	0.0276737	0.0111793	0.00689262	0.0114457	0.000603616	0.0116179	0.00376638	0.00694132	0.00811001	0.0119764	0.0120344	0.476982	0.416346	0.0525102	0.0541618	0.105107	0.333309	0.709802	1.40884	3.00022	9.51414	1.628914	0.0358961	0.0179476	0.00910228	0.0214367	0.0123353	0.112159	0.00994799	0.00317168	0.0225933	0.00779362	0.00128827	0.00258507	0.0124952	0.0109534	0.00187031	0.00793671	0.0218029	0.00490322	0.0025811	0.00277725	0.0021848	0.00239473	0.00573765	0.0154633	0.011819	0.0109954	0.00954469	0.00481652	0.00486876	0.00308029	0.015435	0.0074719	0.00292148	0.00236881	0.021973	0.0394517	0.0202414	0.0249437	0.0107471	0.0346576	0.0155808	0.021527	0.0242796	0.0153007	0.0131696	0.0259783	0.0283414	0.000281091	0.00544143	0.0289311	0.015065	0.01241	0.0194069	0.016612	0.000411566	0.0278321	0.0386445	0.0156111	0.00962509	0.0159832	0.00084291	0.0162237	0.00525951	0.00969309	0.0113251	0.0167243	0.0168052	0.7161095
57420	-2602.486	-2709.658	107.172	0.0189214	0.260634	0.739366	0.981079	0.3200888	0.0139163	0.00353123	0.00272281	0.0104493	0.00168056	0.0693398	0.00202468	0.000976469	0.0158291	0.00381627	0.000352063	0.00975764	0.000718104	0.00208989	0.000517578	0.00952489	0.00850945	0.00671455	0.00153015	0.000217194	0.000303398	0.000911841	0.00170953	0.00563359	0.00531184	0.00645521	0.00783659	0.0046886	0.00309235	0.00134219	0.00353939	0.00190987	8.36313e-05	0.00200485	0.0181756	0.0149075	0.00134875	0.0161104	0.0173443	0.00309945	0.00466395	0.00988864	0.00106411	0.00749165	0.0215224	0.00482978	0.0003901	0.0140737	0.00285822	0.0075407	0.0158388	0.00409843	0.00156525	0.0134749	0.00266257	0.0177104	0.0186477	0.0153816	0.00663538	0.0131168	0.0116729	0.0265472	0.00477536	0.0113446	0.00946414	0.0244284	0.00644463	0.448367	0.45003	0.0583706	0.0432323	0.0802623	0.292232	0.681266	1.46786	3.42194	12.4592	1.823909	0.0249325	0.00632655	0.00487819	0.0187211	0.00301089	0.124229	0.00362742	0.00174945	0.0283595	0.00683724	0.000630758	0.0174818	0.00128656	0.00374425	0.000927293	0.0170648	0.0152456	0.0120298	0.00274142	0.000389125	0.000543569	0.00163366	0.0030628	0.0100932	0.0095167	0.0115652	0.0140401	0.0084001	0.00554026	0.00240467	0.00634117	0.00342172	0.000149834	0.00359189	0.0325634	0.0267082	0.00241642	0.0288634	0.0310741	0.00555299	0.00835595	0.0177165	0.00190646	0.0134221	0.0385597	0.00865306	0.000698904	0.0252145	0.00512079	0.0135099	0.0283769	0.00734276	0.00280431	0.0241417	0.00477026	0.03173	0.0334094	0.0275577	0.011888	0.0235001	0.0209131	0.0475621	0.00855555	0.0203251	0.016956	0.043766	0.0115462	0.5581594
57456	-2606.407	-2713.487	107.0804	0.0162713	0.253442	0.746559	0.983729	0.3027539	0.0232287	0.00440302	0.00895005	0.01261	0.0076	0.109853	0.0102159	0.00159993	0.0237343	0.0134377	0.011441	0.0132739	0.000430563	0.00561497	0.00552185	0.0210271	0.0104751	0.0121496	0.00732169	0.000224571	0.00174384	0.000555739	0.00462485	0.0136717	0.0186091	0.00689866	0.0058008	0.00262206	0.00871925	0.00477018	0.0145634	0.0062799	0.00036259	0.00912569	0.032513	0.0499225	0.0444402	0.0302471	0.0147367	0.0222251	0.020833	0.0396583	0.0173612	0.0265897	0.013002	0.0051729	0.0323585	0.00140635	0.0318753	0.0362337	0.0295351	0.0132541	0.0425015	0.0310053	0.0034813	0.0247196	0.00106792	0.0110528	0.0167923	0.0132739	0.00459262	0.0220517	0.00455401	0.0018188	0.026708	0.0221727	0.00547321	0.395612	0.459566	0.078937	0.0658846	0.121296	0.357429	0.725443	1.37847	2.79776	8.24427	1.525327	0.021231	0.00402436	0.00818035	0.0115255	0.00694641	0.100406	0.00933732	0.00146233	0.0216932	0.012282	0.0104571	0.0121323	0.000393535	0.00513209	0.00504698	0.0192187	0.00957421	0.0111048	0.00669203	0.000205258	0.00159387	0.000507946	0.00422712	0.0124959	0.0170087	0.00630538	0.00530194	0.00239657	0.0079694	0.00435995	0.013311	0.00573984	0.000331408	0.00834089	0.0297169	0.0456292	0.0406184	0.0276459	0.0134694	0.0203138	0.0190414	0.0362477	0.0158682	0.024303	0.0118839	0.00472804	0.0295757	0.0012854	0.029134	0.0331176	0.0269951	0.0121143	0.0388464	0.0283389	0.00318191	0.0225937	0.000976078	0.0101023	0.0153482	0.0121324	0.00419766	0.0201553	0.00416237	0.00166238	0.0244112	0.0202659	0.00500252	1.094091
